CPT,Specialty,data_year,num,charged,paid,n
37216,Neurosurgery,2016,55,248058.36,1023.54,39
37216,Neurosurgery,2017,100,468527.44,0,62
37216,Neurosurgery,2018,87,453840.58,0,55
37216,Vascular,2010,75,258514.79,0,58
37216,Vascular,2011,73,223455.96,920.89,58
37216,Vascular,2012,77,277419.9,215,58
37216,Vascular,2013,101,359193.85,0,62
37216,Vascular,2014,55,152898.64,0,47
37216,Vascular,2015,52,190012,0,40
37216,Vascular,2016,55,238851.35,0,44
37216,Vascular,2017,78,324434.9,0,64
37216,Vascular,2018,88,315092.97,0,71
37217,IR,2014,4,9502,2399.86,3
37217,IR,2015,5,16731.25,5344.37,5
37217,IR,2016,8,20537.44,8093.77,6
37217,IR,2017,11,31225,5552.05,8
37217,IR,2018,6,20637,3497.58,4
37217,Neurology,2014,3,9287,1973.6200000000001,2
37217,Neurology,2015,2,9792,1252.65,1
37217,Neurology,2017,2,5827,2326.85,2
37217,Neurology,2018,2,3576,1115.94,2
37217,Neurosurgery,2014,2,8274,1910.8600000000001,2
37217,Neurosurgery,2015,2,3125,1126.32,2
37217,Neurosurgery,2016,7,55767,6859.84,6
37217,Neurosurgery,2017,2,8050,2256.25,2
37217,Neurosurgery,2018,5,12647.4,5356.54,5
37217,Vascular,2014,141,473576.86,111857.97,108
37217,Vascular,2015,145,481547.6,122038.56,118
37217,Vascular,2016,169,569702.81,129313.42,140
37217,Vascular,2017,186,592627.24,144790.74,155
37217,Vascular,2018,230,821868.57,164400.95,191
37218,IR,2015,8,18420.28,4662.4400000000005,8
37218,IR,2016,17,38426.71,10628.61,17
37218,IR,2017,16,49637,8184.9400000000005,14
37218,IR,2018,12,28643.73,9721.98,12
37218,Neurology,2015,17,40956,7733.25,10
37218,Neurology,2016,5,28342,2989.31,4
37218,Neurology,2017,16,32266,6421.07,10
37218,Neurology,2018,15,34824,7360.94,12
37218,Neurosurgery,2015,1,6175,900.05,1
37218,Neurosurgery,2016,4,12852.1,2230.64,4
37218,Neurosurgery,2017,10,42455.5,5870.31,8
37218,Neurosurgery,2018,11,22561.4,7705.719999999999,11
37218,Vascular,2015,87,216987.36,57208.75,66
37218,Vascular,2016,110,305401.37,68310.67,90
37218,Vascular,2017,95,194298.33,53677.23,72
37218,Vascular,2018,87,206386.88,53068.37,74
37220,IR,2011,427,1312894.59,177249.46,260
37220,IR,2012,452,1531514.95,215050.67,270
37220,IR,2013,495,1672186.41,223226.43,295
37220,IR,2014,470,1983696.6,318543.79,308
37220,IR,2015,421,1825990.8,301166.48,294
37220,IR,2016,559,3069770.28,489236.03,355
37220,IR,2017,567,3255744.47,529659.4400000001,346
37220,IR,2018,615,3452807.92,595945.98,360
37220,Neurology,2012,1,1781,218.35,1
37220,Neurology,2014,1,8230,236.12,1
37220,Neurology,2015,2,16303,665.16,2
37220,Neurology,2016,2,2705,621.2,2
37220,Neurology,2018,8,24838,1871.58,7
37220,Neurosurgery,2011,1,7405,412.31,1
37220,Neurosurgery,2012,1,5600,456.29,1
37220,Neurosurgery,2013,1,5345,199.28,1
37220,Neurosurgery,2016,2,4012.42,1036.9,2
37220,Neurosurgery,2018,4,5464,904.93,4
37220,Vascular,2011,5074,15556191.75,2296123.11,1797
37220,Vascular,2012,5357,18015562.04,2754972.25,1916
37220,Vascular,2013,5459,20880734.97,3391999.19,1921
37220,Vascular,2014,5491,22912520.61,3683920.82,1880
37220,Vascular,2015,5668,24813656.68,3948835.9,2128
37220,Vascular,2016,5940,28684798.04,4368418.25,2270
37220,Vascular,2017,6184,31495729.61,4758144.02,2339
37220,Vascular,2018,6167,31233362.08,4866894.05,2326
37221,IR,2011,1591,7867005.45,1165909.38,549
37221,IR,2012,1759,11242748.73,1530396.74,634
37221,IR,2013,1767,12421048.66,1904927.39,724
37221,IR,2014,1730,12083950.25,2032662.13,664
37221,IR,2015,1630,10773248.96,1791560.73,626
37221,IR,2016,1627,11784362.78,2021557.31,670
37221,IR,2017,1695,12402518.08,1955897.75,730
37221,IR,2018,1728,12084881.5,2089953.81,703
37221,Neurology,2012,1,2485,264.03,1
37221,Neurology,2013,1,2162,526.19,1
37221,Neurology,2014,2,3841,1022.56,2
37221,Neurology,2016,4,5842,1064.26,3
37221,Neurology,2018,1,2298,319.18,1
37221,Neurosurgery,2014,2,3292.56,357.69,2
37221,Neurosurgery,2015,2,2212.3,1082.0900000000001,2
37221,Vascular,2011,13790,57348952.75,8533327.45,2981
37221,Vascular,2012,15216,72823914.62,10773006.66,3247
37221,Vascular,2013,15706,80421725.06,12409042.68,3422
37221,Vascular,2014,15731,87393895.01,13417785.35,3295
37221,Vascular,2015,16177,90610994.03,14489901.6,3671
37221,Vascular,2016,16726,103089460.37,16141383.64,3834
37221,Vascular,2017,17397,111352131.02,17515781.91,3866
37221,Vascular,2018,17722,115602657.2,18177165.75,4018
37222,IR,2011,140,225670.51,37243.67,79
37222,IR,2012,145,231585.5,34873.42,78
37222,IR,2013,126,268405.81,35015.66,80
37222,IR,2014,125,217224.55,46515.7,92
37222,IR,2015,117,184223.47,47187.52,79
37222,IR,2016,186,333441.83,86142.98,107
37222,IR,2017,166,354382.88,100311.75,97
37222,IR,2018,226,452037.65,129972.40000000001,117
37222,Neurosurgery,2012,1,1628,207,1
37222,Neurosurgery,2016,1,1070.68,199.47,1
37222,Vascular,2011,1695,2173250.4,458475.1,614
37222,Vascular,2012,1831,2482159.21,613574.58,646
37222,Vascular,2013,1861,2908822.73,710313.81,636
37222,Vascular,2014,1906,3344120.76,723120.96,631
37222,Vascular,2015,1776,3096276.41,667188.62,664
37222,Vascular,2016,1888,3787535.03,712554.82,721
37222,Vascular,2017,2046,3795821.46,865320.51,774
37222,Vascular,2018,2032,3704618.15,893056.6,784
37223,IR,2011,287,876609.99,132520.98,136
37223,IR,2012,291,950093.07,171981.13999999998,141
37223,IR,2013,294,1462787.49,257445.65,164
37223,IR,2014,330,1254489.85,298484.84,167
37223,IR,2015,281,1144993.66,265761.91,159
37223,IR,2016,316,1248829.49,277588.54,171
37223,IR,2017,299,1251789.64,247221.18,181
37223,IR,2018,312,1194792.15,313016.78,185
37223,Neurosurgery,2015,1,600,0,1
37223,Neurosurgery,2016,4,5717.04,0,2
37223,Vascular,2011,2790,6979582.88,895177.6,829
37223,Vascular,2012,2675,6935509.03,951701.35,887
37223,Vascular,2013,2703,7715861.39,1150066.67,900
37223,Vascular,2014,2630,7811108.15,1182666.44,870
37223,Vascular,2015,2853,8158428.26,1163782.68,960
37223,Vascular,2016,2869,9701413.7,1399764.71,1004
37223,Vascular,2017,3169,11354412.37,1715566.7,1120
37223,Vascular,2018,3234,11066637.62,1692829.88,1172
37224,IR,2011,1535,4997833.67,701610.77,414
37224,IR,2012,1594,5874475.33,946672.16,438
37224,IR,2013,1729,7030930.98,1238713.95,550
37224,IR,2014,1725,7846286.35,1273424.03,570
37224,IR,2015,1751,8074228.42,1205848.87,593
37224,IR,2016,1876,10318078.82,1666026.36,676
37224,IR,2017,1848,9524646,1276270.15,663
37224,IR,2018,2060,10457496.35,1409040.54,726
37224,Neurology,2011,15,151551.34,42996.240000000005,5
37224,Neurology,2012,2,8796.18,3902.26,2
37224,Neurology,2013,7,53405,17072.77,5
37224,Neurology,2014,19,197725,54324.04,5
37224,Neurology,2015,5,33816,2933.34,5
37224,Neurology,2016,2,6936,3723.25,2
37224,Neurology,2017,3,11667,974.5,3
37224,Neurology,2018,1,2022,460.04,1
37224,Neurosurgery,2013,2,28433,898.19,2
37224,Neurosurgery,2014,1,2925.75,224.97,1
37224,Neurosurgery,2015,2,5705,241.37,2
37224,Neurosurgery,2016,10,32637,293.82,6
37224,Neurosurgery,2017,2,7760,1139.79,2
37224,Neurosurgery,2018,1,15231,459.71,1
37224,Vascular,2011,12466,38056066.99,6174283.29,2414
37224,Vascular,2012,12902,42229752.83,6789693.88,2542
37224,Vascular,2013,13370,49219971.44,7919671.63,2665
37224,Vascular,2014,13853,52850738.32,8408476.72,2551
37224,Vascular,2015,14950,59769367.49,9137716.1,2977
37224,Vascular,2016,15925,65730183.29,9833017.78,3101
37224,Vascular,2017,16519,71612492.95,11366301.6,3158
37224,Vascular,2018,17417,76876824.92,10859931.21,3303
37225,IR,2011,633,7082173.42,1935738.23,161
37225,IR,2012,850,14431770.69,3858884.05,192
37225,IR,2013,1172,23171086.78,7137699.22,259
37225,IR,2014,1160,23133013.32,7314834.47,269
37225,IR,2015,1381,26446160.27,8529669.42,300
37225,IR,2016,1816,38129743.59,12297111.7,395
37225,IR,2017,2583,60700216.42,18945213.01,441
37225,IR,2018,3309,83687376.97,28116435.57,450
37225,Neurology,2011,2,46467.7,20669.66,2
37225,Neurology,2014,1,1371,341.01,1
37225,Neurosurgery,2015,1,1625,215.39,1
37225,Neurosurgery,2016,1,45384,11197.57,1
37225,Vascular,2011,6210,54912400.93,14535083.53,1174
37225,Vascular,2012,7709,88915569.35,26906367,1347
37225,Vascular,2013,9002,130093540.26,41024709.57,1445
37225,Vascular,2014,10053,165500325.79,51912581.38,1359
37225,Vascular,2015,11380,194172448.27,60599642.98,1508
37225,Vascular,2016,13400,232615261.31,75760101.01,1753
37225,Vascular,2017,14860,273416334.16,90306651.18,1777
37225,Vascular,2018,15631,290164488.82,98267086.88,1777
37226,IR,2011,1193,7699582.39,804531.07,307
37226,IR,2012,1184,8561717.04,898354.84,348
37226,IR,2013,1220,10799869.26,1255264.69,413
37226,IR,2014,1419,12181584.87,1370128.75,439
37226,IR,2015,1273,10498860.2,1466164.4,449
37226,IR,2016,1326,12182505.21,1854782.71,485
37226,IR,2017,1312,12868351.87,1789382.01,501
37226,IR,2018,1286,11359829.01,1965615.49,508
37226,Neurology,2013,2,29638,10071.300000000001,2
37226,Neurology,2014,1,2152,533.41,1
37226,Neurology,2015,3,4860,1189.84,2
37226,Neurosurgery,2013,2,69556,248.11,2
37226,Neurosurgery,2014,1,32786,267.42,1
37226,Neurosurgery,2015,2,2544,896.23,2
37226,Neurosurgery,2016,1,1600,0,1
37226,Neurosurgery,2017,2,3974,681.3,2
37226,Neurosurgery,2018,2,1830.13,804.87,2
37226,Vascular,2011,12794,72567185.47,9504678.2,2126
37226,Vascular,2012,13524,88434366.1,11397243.04,2318
37226,Vascular,2013,13866,102058571.78,13692760.89,2462
37226,Vascular,2014,14156,105894068,13336912.52,2355
37226,Vascular,2015,13632,99225935.56,13930647.17,2488
37226,Vascular,2016,13372,107305807.93,14687708.88,2523
37226,Vascular,2017,13129,108391566.39,15456382.1,2544
37226,Vascular,2018,13480,112760442.65,15244874.73,2664
37227,IR,2011,378,7593180.66,2484342.31,91
37227,IR,2012,464,11238555.71,3493009.73,111
37227,IR,2013,748,20480526.6,7309371.42,166
37227,IR,2014,1077,30863653.5,10880734.44,178
37227,IR,2015,1287,36139037.65,12985861.64,203
37227,IR,2016,1228,37651488.52,12190096.81,216
37227,IR,2017,1445,47296865.29,14840381.540000001,243
37227,IR,2018,1883,59020265.41,21536352.78,276
37227,Neurology,2015,1,22706,15137.47,1
37227,Neurology,2017,1,2797,758.3,1
37227,Neurosurgery,2013,1,2480,819.99,1
37227,Neurosurgery,2015,2,53040,1923.15,2
37227,Vascular,2011,2794,38612471,12027069.38,592
37227,Vascular,2012,4143,76248369.02,28430411.27,761
37227,Vascular,2013,4881,108887859.11,42067105.41,754
37227,Vascular,2014,6031,142646117.3,53953353.87,767
37227,Vascular,2015,6815,163224096.68,62853292.73,865
37227,Vascular,2016,7860,192921518.47,75395340.56,978
37227,Vascular,2017,8769,226319201.4,85109723.74,1036
37227,Vascular,2018,9223,238674071.55,93777994.92999999,1057
37228,IR,2011,1070,4237340.31,742142.79,252
37228,IR,2012,1218,6306741.54,1058127.68,296
37228,IR,2013,1369,8067820.71,1357793.27,390
37228,IR,2014,1498,9694079.49,1665044.69,403
37228,IR,2015,1590,10516085.48,1859147.34,440
37228,IR,2016,1812,14538459.91,2404695.18,499
37228,IR,2017,2179,18339261.86,2855061.67,575
37228,IR,2018,2568,21934706.42,4256872.32,630
37228,Neurology,2011,1,12947,5353.39,1
37228,Neurology,2012,1,1798,585.6,1
37228,Neurology,2013,2,2665,1125.1399999999999,2
37228,Neurology,2014,3,4584,1962.21,3
37228,Neurology,2015,3,17445,6341.95,3
37228,Neurology,2017,1,14000,838.67,1
37228,Neurosurgery,2013,3,44856,846.3,2
37228,Neurosurgery,2014,1,19622,576.38,1
37228,Neurosurgery,2016,7,84314,1392.1499999999999,4
37228,Vascular,2011,9820,38758479.87,6793796.5,1810
37228,Vascular,2012,10714,46796997.8,7889953.38,2051
37228,Vascular,2013,11771,57407207.99,9469661.61,2234
37228,Vascular,2014,12532,63991509.13,10343212.38,2131
37228,Vascular,2015,13027,71684207.99,11516563.72,2387
37228,Vascular,2016,14211,81396589.3,13431039.94,2568
37228,Vascular,2017,15438,92848184.48,16705687.27,2679
37228,Vascular,2018,16701,100397633.16,16587565.45,2799
37229,IR,2011,464,6772488.27,1755564,110
37229,IR,2012,652,12316881.15,3145689.36,155
37229,IR,2013,1086,23513789.35,6061724.59,226
37229,IR,2014,1275,28611626.59,7665006.32,225
37229,IR,2015,1659,35410668.27,9627307.61,294
37229,IR,2016,2008,49443686.32,13028326.2,329
37229,IR,2017,3168,82188365.2,20389284.86,391
37229,IR,2018,4376,115798095.71,29265665.39,416
37229,Neurology,2011,2,41001.94,10252.12,2
37229,Neurology,2014,1,1606,797.37,1
37229,Vascular,2011,4077,37059184.45,8252321.27,851
37229,Vascular,2012,5372,71546000.03,16634376.2,1066
37229,Vascular,2013,6506,108187660.47,25877705.97,1156
37229,Vascular,2014,7880,136260898.09,31594027.419999998,1148
37229,Vascular,2015,8935,162240381.36,38396295.24,1302
37229,Vascular,2016,10219,192666385.72,45842699.75,1470
37229,Vascular,2017,11931,230655156.24,56946170.75,1560
37229,Vascular,2018,12537,243386376.9,60765817.38,1634
37230,IR,2011,163,1423509.62,146928.15,61
37230,IR,2012,131,930811.36,94166.45999999999,59
37230,IR,2013,150,1275265.66,127443.62,82
37230,IR,2014,193,1684804.91,238007.97,101
37230,IR,2015,174,1430803.03,158988.63999999998,87
37230,IR,2016,163,1583543.26,172656.32,84
37230,IR,2017,236,2507155.65,298338.13,135
37230,IR,2018,208,2096987.72,269926.88,99
37230,Vascular,2011,1048,5679284.03,777030.82,460
37230,Vascular,2012,1067,6466236.64,710544.59,464
37230,Vascular,2013,1065,6107867.5,763750.1,489
37230,Vascular,2014,1038,6426659.22,757545.99,435
37230,Vascular,2015,933,6318520.46,688599.09,480
37230,Vascular,2016,930,6589186.38,716956.53,495
37230,Vascular,2017,943,6814205.35,801456.07,524
37230,Vascular,2018,891,6606128.13,770089.21,506
37231,IR,2011,33,386928.76,89934.56,19
37231,IR,2012,49,710039.31,182883.24,28
37231,IR,2013,102,2695528.36,894107,38
37231,IR,2014,258,7189829.77,2308429.87,58
37231,IR,2015,195,5373740.55,1302500.83,60
37231,IR,2016,158,4226242.32,1214860.17,68
37231,IR,2017,213,6550165.85,1613259.1600000001,82
37231,IR,2018,316,10598228.44,3116765.09,88
37231,Vascular,2011,284,2486158.1,445074.02999999997,157
37231,Vascular,2012,297,3242807,1143078.04,152
37231,Vascular,2013,388,5434021,1815853.64,173
37231,Vascular,2014,418,6202448.86,2211374.28,161
37231,Vascular,2015,465,7063738.68,2277903.45,182
37231,Vascular,2016,520,9167060.59,2825989.38,225
37231,Vascular,2017,514,8891836.72,2722569.58,255
37231,Vascular,2018,492,9018893.74,2677630.62,227
37232,IR,2011,358,528878.68,112077.18,106
37232,IR,2012,430,676922.7,161508.94,120
37232,IR,2013,491,993103.41,233939.2,175
37232,IR,2014,625,1375272.91,345081.56,184
37232,IR,2015,820,2054691.73,466117.95,241
37232,IR,2016,1085,3246249.14,608024.47,290
37232,IR,2017,1623,5545490.3,915221.69,303
37232,IR,2018,1916,5660641.54,1449774.95,363
37232,Neurology,2011,1,2353.83,1176.91,1
37232,Vascular,2011,2727,3725635.68,774722.71,629
37232,Vascular,2012,3276,4920737.23,1118274.8699999999,753
37232,Vascular,2013,3640,6123245.69,1328464.33,804
37232,Vascular,2014,3833,6445526.32,1318254.3,782
37232,Vascular,2015,3938,7004871.19,1356613.87,882
37232,Vascular,2016,4501,8345644.46,1711132.47,1002
37232,Vascular,2017,4753,8952082.59,1831390.97,1004
37232,Vascular,2018,5410,10187810.82,2272636.82,1097
37233,IR,2011,153,456830.1,147038.88999999998,45
37233,IR,2012,180,650464.14,179410.26,57
37233,IR,2013,359,1189916.89,456493.03,70
37233,IR,2014,387,1352009.17,482109.81,65
37233,IR,2015,544,1952709.48,673064.48,110
37233,IR,2016,583,2665056.38,747241.95,110
37233,IR,2017,968,4027114.69,1229895.11,145
37233,IR,2018,1279,5206118.96,1777649.84,147
37233,Neurology,2011,1,3511.44,1442.57,1
37233,Vascular,2011,1016,1936968.54,569740.72,307
37233,Vascular,2012,1396,3655015.16,1144588.15,377
37233,Vascular,2013,1651,4879046.34,1540352.76,361
37233,Vascular,2014,1930,6646583.82,1999053.93,356
37233,Vascular,2015,2074,6631454.97,2087521.31,422
37233,Vascular,2016,2715,9581856.53,2811928.06,466
37233,Vascular,2017,3144,10379726.51,3408950.33,516
37233,Vascular,2018,3304,10142348.27,3867592.37,493
37234,IR,2011,20,134686.12,12733.58,11
37234,IR,2012,13,41943.41,2427.1600000000003,8
37234,IR,2013,9,45552.16,6438.6,6
37234,IR,2014,22,66273.95,24406.02,17
37234,IR,2015,15,61397.76,12961.33,14
37234,IR,2016,28,116545.78,24799.489999999998,23
37234,IR,2017,29,169642.52,34538.04,19
37234,IR,2018,25,226764.78,38461.63,17
37234,Vascular,2011,144,288222.21,56824.939999999995,81
37234,Vascular,2012,110,278762.02,31580.64,75
37234,Vascular,2013,137,273141.1,41504.72,84
37234,Vascular,2014,123,302017.37,45941.55,78
37234,Vascular,2015,90,213148.07,35671.69,65
37234,Vascular,2016,93,224261.63,43994.02,68
37234,Vascular,2017,102,396492.18,63780.33,71
37234,Vascular,2018,94,416491.3,40196.21,70
37235,IR,2011,4,4646,1817.42,2
37235,IR,2012,3,2873.82,1320.78,3
37235,IR,2013,25,222056.92,102471.7,5
37235,IR,2014,24,192668.97999999998,59723.46,10
37235,IR,2015,14,115199.82,53914.27,8
37235,IR,2016,9,84377.64,36796.14,6
37235,IR,2017,6,40726.68,14141.93,6
37235,IR,2018,5,46236.56,9643.25,4
37235,Vascular,2011,37,150205.33,19799.52,23
37235,Vascular,2012,35,106959.68,15713.64,26
37235,Vascular,2013,43,187330.59,79780.61,25
37235,Vascular,2014,54,239235.59,71830.87,26
37235,Vascular,2015,37,170821.85,42979.520000000004,19
37235,Vascular,2016,58,380323.38,114267.02,24
37235,Vascular,2017,30,166030.15,51258.25,22
37235,Vascular,2018,22,146622.07,51179.67,15
37236,IR,2014,1172,4676234.7,836920.92,447
37236,IR,2015,1168,4539218.3,963143.73,453
37236,IR,2016,1249,5642857.93,1114966.43,470
37236,IR,2017,1134,5128923.81,728834.8,466
37236,IR,2018,1124,5531005.82,773671.96,460
37236,Neurology,2014,16,55041,4487.88,13
37236,Neurology,2015,20,144586.75,5457.77,18
37236,Neurology,2016,13,110343.6,6040.78,12
37236,Neurology,2017,27,107057,6302.8,23
37236,Neurology,2018,34,84579.1,9069.380000000001,19
37236,Neurosurgery,2014,38,169840.65,12975.46,27
37236,Neurosurgery,2015,28,137375.26,8266.53,18
37236,Neurosurgery,2016,23,114534.35,7873.05,19
37236,Neurosurgery,2017,23,100526.81,7723.74,21
37236,Neurosurgery,2018,16,88519.8,5809.2,14
37236,Vascular,2014,6312,22335341.77,3571696.02,1459
37236,Vascular,2015,6321,23854749.31,3931632.12,1682
37236,Vascular,2016,6892,27791979.66,4664216.3,1890
37236,Vascular,2017,6342,25998998.36,4054957.86,1884
37236,Vascular,2018,6584,27441156.38,4085100.04,1995
37237,IR,2014,104,166176.3,27212.22,62
37237,IR,2015,105,157382.15,33625.39,62
37237,IR,2016,144,292066.93,58121.799999999996,90
37237,IR,2017,164,306534.1,43788.24,105
37237,IR,2018,129,356179.41,40928.33,80
37237,Neurology,2017,2,1560,0,1
37237,Neurology,2018,1,346,220.82,1
37237,Neurosurgery,2015,1,2971.16,0,1
37237,Neurosurgery,2016,3,26227.23,476.5,2
37237,Vascular,2014,855,1408761.91,196841.91,299
37237,Vascular,2015,810,1446414.52,207400.15,328
37237,Vascular,2016,865,1697888.24,250171.45,338
37237,Vascular,2017,976,2056530.68,220938.32,398
37237,Vascular,2018,1089,2213924.74,282357.57,414
37238,IR,2014,6140,52739274.21,15877673.84,705
37238,IR,2015,6008.4,48177047.99,14780092.97,726
37238,IR,2016,6255,50299783.44,15490870.58,808
37238,IR,2017,1206,7044607.05,1245615.27,479
37238,IR,2018,1297,7771045.41,1310449.96,501
37238,Neurology,2014,160,1597008.7,584980.2999999999,20
37238,Neurology,2015,84,706074.91,319996.36,14
37238,Neurology,2016,118,937254.8,357473.93,20
37238,Neurology,2017,1,622,0,1
37238,Neurology,2018,3,17515,316.9,2
37238,Neurosurgery,2014,5,31682,965.55,2
37238,Neurosurgery,2015,5,9805.5,1149.88,5
37238,Neurosurgery,2016,10,72707.82,2461.68,9
37238,Neurosurgery,2017,16,43189.4,3856.69,9
37238,Neurosurgery,2018,24,64832.12,6493.14,14
37238,Vascular,2014,9467,54317377.07,14558130.65,1451
37238,Vascular,2015,10448,60606808.43,15065603.75,1666
37238,Vascular,2016,11605,70193776.84,18087047.41,1814
37238,Vascular,2017,3512,23213965.96,5792441.6,932
37238,Vascular,2018,3412,24877219.66,6813587.66,856
37239,IR,2014,408,1209887.4,266027.52,160
37239,IR,2015,416,1165600.15,263587.57,160
37239,IR,2016,567,1930250.65,399226.74,238
37239,IR,2017,538,1607728.76,257693.04,210
37239,IR,2018,550,1577851.27,175566.51,201
37239,Neurology,2014,4,14720,3681.66,2
37239,Neurology,2015,1,4380,1912.66,1
37239,Neurosurgery,2015,1,1923,75.02,1
37239,Neurosurgery,2016,1,1923,145.65,1
37239,Neurosurgery,2017,1,1923,148.06,1
37239,Neurosurgery,2018,1,310,152.57,1
37239,Vascular,2014,1348,5681133.26,535737.39,330
37239,Vascular,2015,1757,7371628.42,645810.18,387
37239,Vascular,2016,1749,5990573.36,1085490.94,421
37239,Vascular,2017,1798,6904923.35,1433199.89,435
37239,Vascular,2018,1740,7434314.17,1719268.32,416
37241,IR,2014,1402,12383784.47,3585182.63,311
37241,IR,2015,1459,12209182.97,3803220.4,319
37241,IR,2016,1635,13044051.05,3771839.85,336
37241,IR,2017,658,3604963.44,788155.03,256
37241,IR,2018,605,3560898.48,392545.87,249
37241,Neurology,2014,6,38553.5,26979.46,3
37241,Neurology,2015,4,32711,13153.27,4
37241,Neurology,2016,3,34899,4547.96,2
37241,Neurology,2017,2,17950,918.58,1
37241,Neurology,2018,1,8975,457.59,1
37241,Neurosurgery,2014,7,64662.49,2626.59,5
37241,Neurosurgery,2015,4,7686.12,1631.6899999999998,2
37241,Neurosurgery,2016,4,12873.6,908.98,4
37241,Neurosurgery,2017,7,93595.37,2938.58,6
37241,Neurosurgery,2018,1,7499,418.65,1
37241,Vascular,2014,3611,29390381.44,11441605.53,588
37241,Vascular,2015,3966,36529367.95,12899673.11,569
37241,Vascular,2016,2987,24624838.15,7978825.5600000005,542
37241,Vascular,2017,385,3040376.97,660971.38,203
37241,Vascular,2018,371,2821885.2,587836.01,182
37242,IR,2014,1401,9174274.43,1041528.75,381
37242,IR,2015,1462,9263111.25,1199028.17,370
37242,IR,2016,1997,13193286.5,1308848.44,454
37242,IR,2017,2231,15771189.6,1508796.96,451
37242,IR,2018,2217,16236302.92,1690711.8800000001,484
37242,Neurology,2014,10,33574.6,4507.8,9
37242,Neurology,2015,6,80768,1849.6000000000001,6
37242,Neurology,2016,2,43668,1091.83,2
37242,Neurology,2017,1,795,0,1
37242,Neurology,2018,6,114604,1725.45,4
37242,Neurosurgery,2014,18,120484.94,6306.95,11
37242,Neurosurgery,2015,15,135543.22,5518.03,13
37242,Neurosurgery,2016,9,72460,1780.3999999999999,7
37242,Neurosurgery,2017,17,161435.81,5773.54,12
37242,Neurosurgery,2018,9,117288.94,3510.68,8
37242,Vascular,2014,2590,18629354.11,2001587.06,824
37242,Vascular,2015,3016,21349933.17,2301302.27,942
37242,Vascular,2016,3095,23321448.19,2517170.24,1011
37242,Vascular,2017,3057,24161368.39,2515229.78,998
37242,Vascular,2018,3011,22560659.13,2253559.98,1046
37243,IR,2014,4279,35691990.6,3055478.26,359
37243,IR,2015,4746,42389388.65,3539779.01,382
37243,IR,2016,5656,45621457.22,4300244.87,393
37243,IR,2017,6234,53165953.86,4409037.91,446
37243,IR,2018,6243,58185457.29,4444633.11,461
37243,Neurology,2014,8,100797.9,4913.23,6
37243,Neurology,2015,7,174022,3971.0299999999997,7
37243,Neurology,2016,3,6037,1886.7,3
37243,Neurology,2017,9,37916,2035.19,3
37243,Neurology,2018,3,4378,1192.06,2
37243,Neurosurgery,2014,17,97131,7465.53,13
37243,Neurosurgery,2015,17,61319.28,6429.3,12
37243,Neurosurgery,2016,15,149374,6812.55,12
37243,Neurosurgery,2017,24,206996.14,9437.27,16
37243,Neurosurgery,2018,18,172567.5,5539.92,12
37243,Vascular,2014,33,341588.67,17455.34,27
37243,Vascular,2015,50,448083.89,60777.979999999996,33
37243,Vascular,2016,70,845836.21,85755.81,47
37243,Vascular,2017,64,1022107.01,146097.65,41
37243,Vascular,2018,89,910190.89,288615.94,46
37244,IR,2014,2263,11802195.25,1483104.66,379
37244,IR,2015,2752,14730746.65,1767626.73,407
37244,IR,2016,3203,16819198.13,2076456.15,478
37244,IR,2017,3763,21764686.56,2425719.19,529
37244,IR,2018,4164,24958782.31,2597703.5100000002,522
37244,Neurology,2014,2,3950,740.13,2
37244,Neurology,2015,2,3496,0,2
37244,Neurology,2016,7,44310,2265.59,2
37244,Neurology,2017,2,9340,1450.8,2
37244,Neurology,2018,1,13616,690.91,1
37244,Neurosurgery,2014,2,5031,1391.04,2
37244,Neurosurgery,2015,2,6810,711.1,2
37244,Neurosurgery,2016,1,15258,731.95,1
37244,Neurosurgery,2017,1,3547,709.21,1
37244,Neurosurgery,2018,5,37789.04,3652.44,4
37244,Vascular,2014,235,1476565,154267.87,145
37244,Vascular,2015,262,1835693.26,182585.37,154
37244,Vascular,2016,286,1943376.51,204328.92,153
37244,Vascular,2017,288,2514816.57,214437.46,162
37244,Vascular,2018,304,2410499.52,225309.56,175
37246,IR,2017,1434,7054519.22,2015163.07,423
37246,IR,2018,1349,6641375.69,1645630.25,475
37246,Neurology,2017,44,232448.14,22601.87,32
37246,Neurology,2018,37,156170.14,13800.31,35
37246,Neurosurgery,2017,56,296444.89,16673.57,40
37246,Neurosurgery,2018,53,130803.15,14250.13,35
37246,Vascular,2017,3764,13556992.72,2747235.7199999997,1231
37246,Vascular,2018,3809,13450915.62,2519732.44,1252
37247,IR,2017,182,452779.38,89633.77,69
37247,IR,2018,100,171600.12,36236.58,66
37247,Neurology,2017,6,22036.18,764.98,2
37247,Neurology,2018,1,2311,192.45,1
37247,Vascular,2017,488,899402.87,193209.09,220
37247,Vascular,2018,669,1100498.26,301485.29,255
37248,IR,2017,2748,8228050.28,1780960.98,800
37248,IR,2018,3105,9739306.49,2128485.03,839
37248,Neurology,2017,6,24057,8648.45,2
37248,Neurology,2018,4,16921,5667.36,1
37248,Neurosurgery,2018,2,1814,296.54,2
37248,Vascular,2017,3735,9193156.22,1799391.66,1207
37248,Vascular,2018,3725,11157033.86,1954714.11,1176
37249,IR,2017,714,983476.76,163055.06,266
37249,IR,2018,837,1161127.93,239202.07,322
37249,Vascular,2017,1846,2947403.71,421043.35,458
